7.1.83 Rob-21
Location,Type,Scene,Dungeon/Overworld
Dodongos Cavern MQ Before Boss Baby Dodongo 2,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Armos Army Armos 1,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Armos Army Armos 2,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Armos Army Armos 3,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Armos Army Armos 4,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Armos Army Armos 5,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Armos Army Armos 6,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Armos Army Armos 7,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Armos Army Baby Dodongo 1,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Armos Army Baby Dodongo 2,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Armos Army Lizalfos,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Single Pillar Keese 1,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Single Pillar Keese 2,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Single Pillar Keese 3,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Single Pillar Skulltula 1,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Single Pillar Skulltula 2,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Single Pillar Skulltula 3,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Single Pillar Baby Dodongo 1,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Single Pillar Baby Dodongo 2,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Single Pillar Baby Dodongo 3,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Double Pillar Keese 1,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Double Pillar Keese 2,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Lower Scrub Room Scrub 1,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Lower Scrub Room Scrub 2,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Lower Scrub Room Keese,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Song of Time Block Room Skullwalltula,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Song of Time Block Room Skulltula 1,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Song of Time Block Room Skulltula 2,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Song of Time Block Room Skulltula 3,EnemyDrop,Dodongo's Cavern,MQ
Dodongos Cavern MQ Gossip Stone Drop,GossipStone,Dodongo's Cavern,MQ
Dodongos Cavern Lower Lizalfos Hidden Recovery Heart,Freestanding,Dodongo's Cavern,Vanilla/MQ
Dodongos Cavern Boss Room Chest,Chest,King Dodongo's Lair,Vanilla/MQ
Dodongos Cavern King Dodongo Heart,BossHeart,King Dodongo's Lair,Vanilla/MQ
Jabu Jabus Belly Boomerang Chest,Chest,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Map Chest,Chest,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Compass Chest,Chest,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Deku Scrub,Scrub,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly GS Water Switch Room,GS Token,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly GS Lobby Basement Lower,GS Token,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly GS Lobby Basement Upper,GS Token,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly GS Near Boss,GS Token,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Above Big Octo Pot 1,Pot,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Above Big Octo Pot 2,Pot,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement 2 Octoroks Pot 1,Pot,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement 2 Octoroks Pot 2,Pot,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement 2 Octoroks Pot 3,Pot,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement 2 Octoroks Pot 4,Pot,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement Switch Room Pot 1,Pot,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement Switch Room Pot 2,Pot,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Small Wooden Crate,SmallCrate,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Entryway Octorok Left,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Entryway Octorok Right,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Entryway Shabom 1,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Entryway Shabom 2,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Elevator Room Biri,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Pit Room Biri 1,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Pit Room Biri 2,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Pit Room Biri 3,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Pit Room Bari 1,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Pit Room Bari 2,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement Biri 1,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement Biri 2,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement Biri 3,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement Biri 4,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement Switch Room Shabom 1,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement Switch Room Shabom 2,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement Switch Room Shabom 3,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement Switch Room Shabom 4,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement Switch Room Shabom 5,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement Switch Room Shabom 6,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement Switch Room Shabom 7,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement Switch Room Stinger 1,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement Switch Room Stinger 2,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement Switch Room Stinger 3,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement 2 Octoroks Left Octorok,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement 2 Octoroks Right Octorok,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Basement Elevator Octorok,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Tentacle Hallway Tailsparan 1,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Tentacle Hallway Tailsparan 2,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Tentacle Hallway Tailsparan 3,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Tentacle Hallway Tailsparan 4,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Tentacle Hallway Tailsparan 5,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Boomerang Chest Stinger 1,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Boomerang Chest Stinger 2,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Boomerang Chest Stinger 3,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Boomerang Chest Stinger 4,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Compass Chest Shabom 1,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Compass Chest Shabom 2,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Compass Chest Shabom 3,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Compass Chest Shabom 4,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Compass Chest Shabom 5,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Compass Chest Shabom 6,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Compass Chest Shabom 7,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Compass Chest Shabom 8,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Compass Chest Shabom 9,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Last Tentacle Biri 1,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Last Tentacle Biri 2,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Last Tentacle Biri 3,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Last Tentacle Biri 4,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly After Big Octo Biri 1,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly After Big Octo Biri 2,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Wiggler Platforms Octorok,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Before Boss Biri 1,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Before Boss Biri 2,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Before Boss Biri 3,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Before Boss Biri 4,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly Before Boss Biri 5,EnemyDrop,Inside Jabu-Jabu's Belly,Vanilla
Jabu Jabus Belly MQ Map Chest,Chest,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ First Room Side Chest,Chest,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Second Room Lower Chest,Chest,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Compass Chest,Chest,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Basement Near Switches Chest,Chest,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Basement Near Vines Chest,Chest,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Boomerang Room Small Chest,Chest,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Boomerang Chest,Chest,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Falling Like Like Room Chest,Chest,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Second Room Upper Chest,Chest,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Near Boss Chest,Chest,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Cow,NPC,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ GS Boomerang Chest Room,GS Token,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ GS Tailpasaran Room,GS Token,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ GS Invisible Enemies Room,GS Token,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ GS Near Boss,GS Token,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Underwater Green Rupee 1,Freestanding,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Underwater Green Rupee 2,Freestanding,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Underwater Green Rupee 3,Freestanding,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Recovery Heart 1,Freestanding,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Recovery Heart 2,Freestanding,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ First Room Pot 1,Pot,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ First Room Pot 2,Pot,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Elevator Room Pot 1,Pot,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Elevator Room Pot 2,Pot,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Falling Like Like Room Pot 1,Pot,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Falling Like Like Room Pot 2,Pot,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Boomerang Room Pot 1,Pot,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Boomerang Room Pot 2,Pot,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Entryway Octorok,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Entryway Shabom 1,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Entryway Shabom 2,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Entryway Shabom 3,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Elevator Biri 1,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Elevator Biri 2,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Elevator Stingray,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Pit Room Biri 1,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Pit Room Biri 2,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Basement Biri,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Basement Shabom,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Wiggler Platforms Lizalfos,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Before Boss Like-Like 1,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Before Boss Like-Like 2,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ After Big Octo Bari,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Tentacle Hallway Lizalfos,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Falling Like-Like Room Like-Like 1,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Falling Like-Like Room Like-Like 2,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Tailsparan Room Tailsparan 1,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Tailsparan Room Tailsparan 2,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Tailsparan Room Tailsparan 3,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Tailsparan Room Shabom 1,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Tailsparan Room Shabom 2,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Tailsparan Room Skullwalltula,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Invisible Enemies Room Keese 1,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Invisible Enemies Room Keese 2,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Invisible Enemies Room Keese 3,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Invisible Enemies Room Stingray 1,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Invisible Enemies Room Stingray 2,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Basement Boomerang Room Stinger 1,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Basement Boomerang Room Stinger 2,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Basement Boomerang Room Like-like,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Basement Boomerang Room Lizalfos,EnemyDrop,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Entryway Left Cow Wonderitem,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Entryway Right Cow Wonderitem,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Elevator Room Cow Wonderitem,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Basement Right Cow Wonderitem 1,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Basement Right Cow Wonderitem 2,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Basement Right Cow Wonderitem 3,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Basement Left Cow Wonderitem 1,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Basement Left Cow Wonderitem 2,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Basement Left Cow Wonderitem 3,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Wiggler Platforms Cow Wonderitem,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Before Boss Right Cow Wonderitem 1,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Before Boss Right Cow Wonderitem 2,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Before Boss Left Cow Wonderitem,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ After Big Octo Cow Wonderitem,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Falling Like-Like Room Right Cow Wonderitem 1,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Falling Like-Like Room Right Cow Wonderitem 2,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Falling Like-Like Room Right Cow Wonderitem 3,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Falling Like-Like Room Left Cow Wonderitem 1,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Falling Like-Like Room Left Cow Wonderitem 2,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly MQ Falling Like-Like Room Left Cow Wonderitem 3,Wonderitem,Inside Jabu-Jabu's Belly,MQ
Jabu Jabus Belly Barinade Heart,BossHeart,Barinade's Lair,Vanilla/MQ
Jabu Jabus Belly Barinade Pot 1,Pot,Barinade's Lair,Vanilla/MQ
Jabu Jabus Belly Barinade Pot 2,Pot,Barinade's Lair,Vanilla/MQ
Jabu Jabus Belly Barinade Pot 3,Pot,Barinade's Lair,Vanilla/MQ
Jabu Jabus Belly Barinade Pot 4,Pot,Barinade's Lair,Vanilla/MQ
Jabu Jabus Belly Barinade Pot 5,Pot,Barinade's Lair,Vanilla/MQ
Jabu Jabus Belly Barinade Pot 6,Pot,Barinade's Lair,Vanilla/MQ
Bottom of the Well Front Left Fake Wall Chest,Chest,Bottom of the Well,Vanilla
Bottom of the Well Front Center Bombable Chest,Chest,Bottom of the Well,Vanilla
Bottom of the Well Back Left Bombable Chest,Chest,Bottom of the Well,Vanilla
Bottom of the Well Underwater Left Chest,Chest,Bottom of the Well,Vanilla
Bottom of the Well Freestanding Key,Collectable,Bottom of the Well,Vanilla
Bottom of the Well Compass Chest,Chest,Bottom of the Well,Vanilla
Bottom of the Well Center Skulltula Chest,Chest,Bottom of the Well,Vanilla
Bottom of the Well Right Bottom Fake Wall Chest,Chest,Bottom of the Well,Vanilla
Bottom of the Well Fire Keese Chest,Chest,Bottom of the Well,Vanilla
Bottom of the Well Like Like Chest,Chest,Bottom of the Well,Vanilla
Bottom of the Well Map Chest,Chest,Bottom of the Well,Vanilla
Bottom of the Well Underwater Front Chest,Chest,Bottom of the Well,Vanilla
Bottom of the Well Invisible Chest,Chest,Bottom of the Well,Vanilla
Bottom of the Well Lens of Truth Chest,Chest,Bottom of the Well,Vanilla
Bottom of the Well GS West Inner Room,GS Token,Bottom of the Well,Vanilla
Bottom of the Well GS East Inner Room,GS Token,Bottom of the Well,Vanilla
Bottom of the Well GS Like Like Cage,GS Token,Bottom of the Well,Vanilla
Bottom of the Well Center Room Pit Fall Blue Rupee 1,Freestanding,Bottom of the Well,Vanilla
Bottom of the Well Center Room Pit Fall Blue Rupee 2,Freestanding,Bottom of the Well,Vanilla
Bottom of the Well Center Room Pit Fall Blue Rupee 3,Freestanding,Bottom of the Well,Vanilla
Bottom of the Well Center Room Pit Fall Blue Rupee 4,Freestanding,Bottom of the Well,Vanilla
Bottom of the Well Center Room Pit Fall Blue Rupee 5,Freestanding,Bottom of the Well,Vanilla
Bottom of the Well Coffin Recovery Heart 1,Freestanding,Bottom of the Well,Vanilla
Bottom of the Well Coffin Recovery Heart 2,Freestanding,Bottom of the Well,Vanilla
Bottom of the Well Left Side Pot 1,Pot,Bottom of the Well,Vanilla
Bottom of the Well Left Side Pot 2,Pot,Bottom of the Well,Vanilla
Bottom of the Well Left Side Pot 3,Pot,Bottom of the Well,Vanilla
Bottom of the Well Near Entrance Pot 1,Pot,Bottom of the Well,Vanilla
Bottom of the Well Near Entrance Pot 2,Pot,Bottom of the Well,Vanilla
Bottom of the Well Underwater Pot,Pot,Bottom of the Well,Vanilla
Bottom of the Well Basement Pot 1,Pot,Bottom of the Well,Vanilla
Bottom of the Well Basement Pot 2,Pot,Bottom of the Well,Vanilla
Bottom of the Well Basement Pot 3,Pot,Bottom of the Well,Vanilla
Bottom of the Well Basement Pot 4,Pot,Bottom of the Well,Vanilla
Bottom of the Well Basement Pot 5,Pot,Bottom of the Well,Vanilla
Bottom of the Well Basement Pot 6,Pot,Bottom of the Well,Vanilla
Bottom of the Well Basement Pot 7,Pot,Bottom of the Well,Vanilla
Bottom of the Well Basement Pot 8,Pot,Bottom of the Well,Vanilla
Bottom of the Well Basement Pot 9,Pot,Bottom of the Well,Vanilla
Bottom of the Well Basement Pot 10,Pot,Bottom of the Well,Vanilla
Bottom of the Well Basement Pot 11,Pot,Bottom of the Well,Vanilla
Bottom of the Well Basement Pot 12,Pot,Bottom of the Well,Vanilla
Bottom of the Well Fire Keese Pot,Pot,Bottom of the Well,Vanilla
Bottom of the Well West Inner Room Flying Pot 1,FlyingPot,Bottom of the Well,Vanilla
Bottom of the Well West Inner Room Flying Pot 2,FlyingPot,Bottom of the Well,Vanilla
Bottom of the Well West Inner Room Flying Pot 3,FlyingPot,Bottom of the Well,Vanilla
Bottom of the Well Basement Silver Rupee Wood Beam Front,SilverRupee,Bottom of the Well,Vanilla
Bottom of the Well Basement Silver Rupee Wood Beam Back,SilverRupee,Bottom of the Well,Vanilla
Bottom of the Well Basement Silver Rupee Ladders Bottom,SilverRupee,Bottom of the Well,Vanilla
Bottom of the Well Basement Silver Rupee Ladders Middle,SilverRupee,Bottom of the Well,Vanilla
Bottom of the Well Basement Silver Rupee Ladders Top,SilverRupee,Bottom of the Well,Vanilla
Bottom of the Well Left Side Skulltula,EnemyDrop,Bottom of the Well,Vanilla
Bottom of the Well Entryway Skulltula,EnemyDrop,Bottom of the Well,Vanilla
Bottom of the Well Inside Gate Skulltula,EnemyDrop,Bottom of the Well,Vanilla
Bottom of the Well Dead Hand Skulltula,EnemyDrop,Bottom of the Well,Vanilla
Bottom of the Well Center Room Wallmaster,EnemyDrop,Bottom of the Well,Vanilla
Bottom of the Well Like Like,EnemyDrop,Bottom of the Well,Vanilla
Bottom of the Well Patrolling Bubble,EnemyDrop,Bottom of the Well,Vanilla
Bottom of the Well Basement Redead Near Water,EnemyDrop,Bottom of the Well,Vanilla
Bottom of the Well Basement Redead Near Chest,EnemyDrop,Bottom of the Well,Vanilla
Bottom of the Well Coffin Room Redead,EnemyDrop,Bottom of the Well,Vanilla
Bottom of the Well Fire Keese 1,EnemyDrop,Bottom of the Well,Vanilla
Bottom of the Well Fire Keese 2,EnemyDrop,Bottom of the Well,Vanilla
Bottom of the Well Fire Keese 3,EnemyDrop,Bottom of the Well,Vanilla
Bottom of the Well Fire Keese Room Beamos,EnemyDrop,Bottom of the Well,Vanilla
Bottom of the Well Dead Hand,EnemyDrop,Bottom of the Well,Vanilla
Bottom of the Well Behind Right Locked Door Keese 1,EnemyDrop,Bottom of the Well,Vanilla
Bottom of the Well Behind Right Locked Door Keese 2,EnemyDrop,Bottom of the Well,Vanilla
Bottom of the Well Behind Right Locked Door Keese 3,EnemyDrop,Bottom of the Well,Vanilla
Bottom of the Well Behind Right Locked Door Keese 4,EnemyDrop,Bottom of the Well,Vanilla
Bottom of the Well MQ Map Chest,Chest,Bottom of the Well,MQ
Bottom of the Well MQ East Inner Room Freestanding Key,Collectable,Bottom of the Well,MQ
Bottom of the Well MQ Compass Chest,Chest,Bottom of the Well,MQ
Bottom of the Well MQ Dead Hand Freestanding Key,Collectable,Bottom of the Well,MQ
Bottom of the Well MQ Lens of Truth Chest,Chest,Bottom of the Well,MQ
Bottom of the Well MQ GS Coffin Room,GS Token,Bottom of the Well,MQ
Bottom of the Well MQ GS West Inner Room,GS Token,Bottom of the Well,MQ
Bottom of the Well MQ GS Basement,GS Token,Bottom of the Well,MQ
Bottom of the Well MQ Bombable Recovery Heart 1,Freestanding,Bottom of the Well,MQ
Bottom of the Well MQ Bombable Recovery Heart 2,Freestanding,Bottom of the Well,MQ
Bottom of the Well MQ Basement Recovery Heart 1,Freestanding,Bottom of the Well,MQ
Bottom of the Well MQ Basement Recovery Heart 2,Freestanding,Bottom of the Well,MQ
Bottom of the Well MQ Basement Recovery Heart 3,Freestanding,Bottom of the Well,MQ
Bottom of the Well MQ Coffin Recovery Heart 1,Freestanding,Bottom of the Well,MQ
Bottom of the Well MQ Coffin Recovery Heart 2,Freestanding,Bottom of the Well,MQ
